"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"SH.MLR.NETS.Q1.ZS","Quintile: Health","Mosquito net use by children (insecticide-treated net) (% of children under 5): Q1 (lowest)","","Mosquito net use by children: Percentage of children under age five years who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NETS.Q2.ZS","Quintile: Health","Mosquito net use by children (insecticide-treated net) (% of children under 5): Q2","","Mosquito net use by children: Percentage of children under age five years who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NETS.Q3.ZS","Quintile: Health","Mosquito net use by children (insecticide-treated net) (% of children under 5): Q3","","Mosquito net use by children: Percentage of children under age five years who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NETS.Q4.ZS","Quintile: Health","Mosquito net use by children (insecticide-treated net) (% of children under 5): Q4","","Mosquito net use by children: Percentage of children under age five years who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NETS.Q5.ZS","Quintile: Health","Mosquito net use by children (insecticide-treated net) (% of children under 5): Q5 (highest)","","Mosquito net use by children: Percentage of children under age five years who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTHI.Q1.ZS","Quintile: Health","Household possession of mosquito nets (insecticide-treated net) (% of households): Q1 (lowest)","","Household possession of mosquito nets: Percentage of households with at least one any type of mosquito net (treated or untreated), and insecticide-treated net (ITN).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTHI.Q2.ZS","Quintile: Health","Household possession of mosquito nets (insecticide-treated net) (% of households): Q2","","Household possession of mosquito nets: Percentage of households with at least one any type of mosquito net (treated or untreated), and insecticide-treated net (ITN).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTHI.Q3.ZS","Quintile: Health","Household possession of mosquito nets (insecticide-treated net) (% of households): Q3","","Household possession of mosquito nets: Percentage of households with at least one any type of mosquito net (treated or untreated), and insecticide-treated net (ITN).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTHI.Q4.ZS","Quintile: Health","Household possession of mosquito nets (insecticide-treated net) (% of households): Q4","","Household possession of mosquito nets: Percentage of households with at least one any type of mosquito net (treated or untreated), and insecticide-treated net (ITN).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTHI.Q5.ZS","Quintile: Health","Household possession of mosquito nets (insecticide-treated net) (% of households): Q5 (highest)","","Household possession of mosquito nets: Percentage of households with at least one any type of mosquito net (treated or untreated), and insecticide-treated net (ITN).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTPI.Q1.ZS","Quintile: Health","Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q1 (lowest)","","Mosquito net use by pregnant women: Percentage of pregnant women who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTPI.Q2.ZS","Quintile: Health","Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q2","","Mosquito net use by pregnant women: Percentage of pregnant women who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTPI.Q3.ZS","Quintile: Health","Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q3","","Mosquito net use by pregnant women: Percentage of pregnant women who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTPI.Q4.ZS","Quintile: Health","Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q4","","Mosquito net use by pregnant women: Percentage of pregnant women who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.NTPI.Q5.ZS","Quintile: Health","Mosquito net use by pregnant women (insecticide-treated net) (% of pregnant women): Q5 (highest)","","Mosquito net use by pregnant women: Percentage of pregnant women who slept under any mosquito net (treated or untreated), and an insecticide-treated net (ITN) the night before the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.SPFN.Q1.ZS","Quintile: Health","Antimalarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q1 (lowest)","","Anti-malarial drug use by pregnant women: Percentage of women with a live birth in the two years preceding the survey who during the pregnancy took any antimalarial drug for prevention, and who took SP/Fansidar two or more doses.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.SPFN.Q2.ZS","Quintile: Health","Antimalarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q2","","Anti-malarial drug use by pregnant women: Percentage of women with a live birth in the two years preceding the survey who during the pregnancy took any antimalarial drug for prevention, and who took SP/Fansidar two or more doses.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.MLR.SPFN.Q3.ZS","Quintile: Health","Antimalarial drug use by pregnant women (SP/Fansidar two or more doses) (% of women with a birth): Q3","","Anti-malarial drug use by pregnant women: Percentage of women with a live birth in the two years preceding the survey who during the pregnancy took any antimalarial drug for prevention, and who took SP/Fansidar two or more doses.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
